Post Code,Name,State,Suburb Unique ID,Closest City,Distance to CBD (km),Time to CBD,Distance (number),Hip,Family,Affluence,Lifestyle,Convenience,Tranquility,Communication,Community,Listings Houses Latest Month,Listings Houses 12M Prior
3345,Gordon,Vic,3345Gordon,Ballarat,27.2 km,23 mins,27,7,9,6,8,6,10,8,10,14,28
3350,Alfredton,Vic,3350Alfredton,Ballarat,2.0 km,4 mins,2,7,9,7,8,8,9,9,10,481,939
3350,Bakery Hill,Vic,3350Bakery Hill,Ballarat,2.0 km,4 mins,2,8,8,5,9,9,9,9,9,481,939
3350,Ballarat,Vic,3350Ballarat,Ballarat,2.0 km,4 mins,2,8,8,5,9,9,9,9,9,481,939
3350,Ballarat Central,Vic,3350Ballarat Central,Ballarat,2.0 km,4 mins,2,7,8,8,9,9,9,9,9,481,939
3350,Ballarat East,Vic,3350Ballarat East,Ballarat,2.0 km,4 mins,2,7,8,4,9,9,9,9,9,481,939
3350,Ballarat North,Vic,3350Ballarat North,Ballarat,2.0 km,4 mins,2,7,8,6,9,9,9,9,10,481,939
3350,Ballarat West,Vic,3350Ballarat West,Ballarat,2.0 km,4 mins,2,7,8,8,9,9,9,9,9,481,939
3350,Black Hill,Vic,3350Black Hill,Ballarat,2.0 km,4 mins,2,7,8,5,8,9,9,9,9,481,939
3350,Brown Hill,Vic,3350Brown Hill,Ballarat,2.0 km,4 mins,2,7,8,5,8,8,9,9,10,481,939
3350,Canadian,Vic,3350Canadian,Ballarat,2.0 km,4 mins,2,7,8,6,8,9,9,9,9,481,939
3350,Eureka,Vic,3350Eureka,Ballarat,2.0 km,4 mins,2,7,7,4,8,9,8,9,9,481,939
3350,Golden Point,Vic,3350Golden Point,Ballarat,2.0 km,4 mins,2,7,8,5,9,9,8,9,9,481,939
3350,Invermay Park,Vic,3350Invermay Park,Ballarat,2.0 km,4 mins,2,7,8,7,8,7,9,9,10,481,939
3350,Lake Wendouree,Vic,3350Lake Wendouree,Ballarat,2.0 km,4 mins,2,7,9,8,9,8,9,9,9,481,939
3350,Lucas,Vic,3350Lucas,Ballarat,2.0 km,4 mins,2,7,9,7,8,7,9,6,10,481,939
3350,Mount Clear,Vic,3350Mount Clear,Ballarat,2.0 km,4 mins,2,7,8,6,8,8,9,9,9,481,939
3350,Mount Helen,Vic,3350Mount Helen,Ballarat,2.0 km,4 mins,2,7,9,8,8,7,9,9,10,481,939
3350,Mount Pleasant,Vic,3350Mount Pleasant,Ballarat,2.0 km,4 mins,2,7,8,5,9,9,9,9,9,481,939
3350,Nerrina,Vic,3350Nerrina,Ballarat,2.0 km,4 mins,2,7,8,7,9,8,9,8,10,481,939
3350,Newington,Vic,3350Newington,Ballarat,2.0 km,4 mins,2,7,9,8,9,9,9,9,10,481,939
3350,Redan,Vic,3350Redan,Ballarat,2.0 km,4 mins,2,7,8,3,8,9,8,9,9,481,939
3350,Soldiers Hill,Vic,3350Soldiers Hill,Ballarat,2.0 km,4 mins,2,8,8,7,9,9,9,9,9,481,939
3350,Sovereign Hill,Vic,3350Sovereign Hill,Ballarat,2.0 km,4 mins,2,7,8,4,9,9,8,9,9,481,939
3351,Berringa,Vic,3351Berringa,Ballarat,34.3 km,30 mins,34,7,8,3,8,6,10,6,9,110,123
3351,Bo Peep,Vic,3351Bo Peep,Ballarat,34.3 km,30 mins,34,6,8,3,7,7,10,5,9,110,123
3351,Cape Clear,Vic,3351Cape Clear,Ballarat,34.3 km,30 mins,34,7,8,3,8,6,10,6,9,110,123
3351,Carngham,Vic,3351Carngham,Ballarat,34.3 km,30 mins,34,7,8,5,8,6,9,7,9,110,123
3351,Chepstowe,Vic,3351Chepstowe,Ballarat,34.3 km,30 mins,34,6,7,5,7,6,9,5,9,110,123
3351,Haddon,Vic,3351Haddon,Ballarat,34.3 km,30 mins,34,6,9,6,8,7,9,6,10,110,123
3351,Happy Valley,Vic,3351Happy Valley,Ballarat,34.3 km,30 mins,34,6,7,6,8,7,9,5,9,110,123
3351,Hillcrest,Vic,3351Hillcrest,Ballarat,34.3 km,30 mins,34,7,8,5,8,6,9,7,9,110,123
3351,Illabarook,Vic,3351Illabarook,Ballarat,34.3 km,30 mins,34,6,8,5,8,7,9,8,10,110,123
3351,Lake Bolac,Vic,3351Lake Bolac,Ballarat,34.3 km,30 mins,34,6,7,5,7,6,9,9,9,110,123
3351,Mininera,Vic,3351Mininera,Ballarat,34.3 km,30 mins,34,6,8,5,8,7,9,8,10,110,123
3351,Mortchup,Vic,3351Mortchup,Ballarat,34.3 km,30 mins,34,,,,,,,,,110,123
3351,Mount Emu,Vic,3351Mount Emu,Ballarat,34.3 km,30 mins,34,6,8,6,8,6,9,5,10,110,123
3351,Nerrin Nerrin,Vic,3351Nerrin Nerrin,Ballarat,34.3 km,30 mins,34,6,8,6,7,6,9,5,9,110,123
3351,Newtown,Vic,3351Newtown,Ballarat,34.3 km,30 mins,34,7,10,9,9,9,9,9,10,110,123
3351,Nintingbool,Vic,3351Nintingbool,Ballarat,34.3 km,30 mins,34,6,9,6,8,7,9,6,10,110,123
3351,Piggoreet,Vic,3351Piggoreet,Ballarat,34.3 km,30 mins,34,7,8,3,8,6,10,6,9,110,123
3351,Pitfield,Vic,3351Pitfield,Ballarat,34.3 km,30 mins,34,7,,5,8,6,9,5,9,110,123
3351,Rokewood Junction,Vic,3351Rokewood Junction,Ballarat,34.3 km,30 mins,34,7,8,2,8,6,9,6,10,110,123
3351,Ross Creek,Vic,3351Ross Creek,Ballarat,34.3 km,30 mins,34,6,8,6,8,7,9,7,10,110,123
3351,Scarsdale,Vic,3351Scarsdale,Ballarat,34.3 km,30 mins,34,7,8,4,8,7,9,9,10,110,123
3351,Smythes Creek,Vic,3351Smythes Creek,Ballarat,34.3 km,30 mins,34,6,8,6,8,7,9,9,10,110,123
3351,Smythesdale,Vic,3351Smythesdale,Ballarat,34.3 km,30 mins,34,7,8,5,8,7,9,8,10,110,123
3351,Snake Valley,Vic,3351Snake Valley,Ballarat,34.3 km,30 mins,34,7,,2,8,7,9,9,9,110,123
3351,Springdallah,Vic,3351Springdallah,Ballarat,34.3 km,30 mins,34,7,8,3,8,6,10,6,9,110,123
3351,Staffordshire Reef,Vic,3351Staffordshire Reef,Ballarat,34.3 km,30 mins,34,7,8,3,8,6,10,6,9,110,123
3351,Streatham,Vic,3351Streatham,Ballarat,34.3 km,30 mins,34,6,8,6,7,6,9,5,9,110,123
3351,Wallinduc,Vic,3351Wallinduc,Ballarat,34.3 km,30 mins,34,7,,5,8,6,9,5,9,110,123
3351,Westmere,Vic,3351Westmere,Ballarat,34.3 km,30 mins,34,6,8,6,7,6,9,5,9,110,123
3352,Addington,Vic,3352Addington,Ballarat,24.6 km,23 mins,25,6,8,6,7,6,9,5,10,149,266
3352,Ballarat Roadside Delivery,Vic,3352Ballarat Roadside Delivery,Ballarat,24.6 km,23 mins,25,,,,,,,,,149,266
3352,Barkstead,Vic,3352Barkstead,Ballarat,24.6 km,23 mins,25,7,9,6,8,6,10,8,10,149,266
3352,Blowhard,Vic,3352Blowhard,Ballarat,24.6 km,23 mins,25,7,8,6,8,7,9,5,10,149,266
3352,Bolwarrah,Vic,3352Bolwarrah,Ballarat,24.6 km,23 mins,25,7,9,6,8,6,10,8,10,149,266
3352,Bonshaw,Vic,3352Bonshaw,Ballarat,24.6 km,23 mins,25,7,8,7,8,7,9,9,9,149,266
3352,Brewster,Vic,3352Brewster,Ballarat,24.6 km,23 mins,25,6,8,5,8,6,9,5,9,149,266
3352,Bullarook,Vic,3352Bullarook,Ballarat,24.6 km,23 mins,25,6,8,6,7,6,10,6,10,149,266
3352,Bungaree,Vic,3352Bungaree,Ballarat,24.6 km,23 mins,25,6,8,5,7,6,9,5,10,149,266
3352,Bunkers Hill,Vic,3352Bunkers Hill,Ballarat,24.6 km,23 mins,25,7,9,7,8,7,9,9,10,149,266
3352,Burrumbeet,Vic,3352Burrumbeet,Ballarat,24.6 km,23 mins,25,6,8,3,7,7,10,5,9,149,266
3352,Cambrian Hill,Vic,3352Cambrian Hill,Ballarat,24.6 km,23 mins,25,6,8,5,9,7,9,9,10,149,266
3352,Cardigan,Vic,3352Cardigan,Ballarat,24.6 km,23 mins,25,7,9,7,8,7,9,6,10,149,266
3352,Cardigan Village,Vic,3352Cardigan Village,Ballarat,24.6 km,23 mins,25,7,9,7,8,7,9,9,10,149,266
3352,Chapel Flat,Vic,3352Chapel Flat,Ballarat,24.6 km,23 mins,25,7,8,5,8,8,9,9,10,149,266
3352,Clarendon,Vic,3352Clarendon,Ballarat,24.6 km,23 mins,25,7,7,5,8,6,9,5,10,149,266
3352,Claretown,Vic,3352Claretown,Ballarat,24.6 km,23 mins,25,6,8,6,7,6,10,6,10,149,266
3352,Clarkes Hill,Vic,3352Clarkes Hill,Ballarat,24.6 km,23 mins,25,6,8,6,7,6,10,6,10,149,266
3352,Corindhap,Vic,3352Corindhap,Ballarat,24.6 km,23 mins,25,7,8,2,8,6,9,6,10,149,266
3352,Dean,Vic,3352Dean,Ballarat,24.6 km,23 mins,25,6,7,7,6,6,10,8,10,149,266
3352,Dereel,Vic,3352Dereel,Ballarat,24.6 km,23 mins,25,7,8,4,7,6,9,5,10,149,266
3352,Dunnstown,Vic,3352Dunnstown,Ballarat,24.6 km,23 mins,25,6,8,6,8,6,9,8,10,149,266
3352,Durham Lead,Vic,3352Durham Lead,Ballarat,24.6 km,23 mins,25,7,8,6,8,6,10,5,10,149,266
3352,Enfield,Vic,3352Enfield,Ballarat,24.6 km,23 mins,25,7,7,4,8,7,9,5,9,149,266
3352,Ercildoune,Vic,3352Ercildoune,Ballarat,24.6 km,23 mins,25,6,8,5,8,6,9,5,9,149,266
3352,Garibaldi,Vic,3352Garibaldi,Ballarat,24.6 km,23 mins,25,7,8,5,8,7,10,5,10,149,266
3352,Glen Park,Vic,3352Glen Park,Ballarat,24.6 km,23 mins,25,7,8,5,8,8,9,9,10,149,266
3352,Glenbrae,Vic,3352Glenbrae,Ballarat,24.6 km,23 mins,25,6,7,3,8,6,9,5,10,149,266
3352,Gong Gong,Vic,3352Gong Gong,Ballarat,24.6 km,23 mins,25,7,8,5,8,8,9,9,10,149,266
3352,Grenville,Vic,3352Grenville,Ballarat,24.6 km,23 mins,25,7,8,5,8,7,10,5,10,149,266
3352,Invermay,Vic,3352Invermay,Ballarat,24.6 km,23 mins,25,6,8,8,8,6,9,7,10,149,266
3352,Lal Lal,Vic,3352Lal Lal,Ballarat,24.6 km,23 mins,25,6,7,4,8,6,10,8,10,149,266
3352,Lamplough,Vic,3352Lamplough,Ballarat,24.6 km,23 mins,25,7,8,3,8,7,9,9,9,149,266
3352,Langi Kal Kal,Vic,3352Langi Kal Kal,Ballarat,24.6 km,23 mins,25,,,,,,,,,149,266
3352,Learmonth,Vic,3352Learmonth,Ballarat,24.6 km,23 mins,25,7,8,4,7,7,9,6,9,149,266
3352,Leigh Creek,Vic,3352Leigh Creek,Ballarat,24.6 km,23 mins,25,6,8,5,7,6,9,5,10,149,266
3352,Lexton,Vic,3352Lexton,Ballarat,24.6 km,23 mins,25,7,7,3,8,6,9,9,10,149,266
3352,Magpie,Vic,3352Magpie,Ballarat,24.6 km,23 mins,25,7,8,6,8,7,9,8,10,149,266
3352,Millbrook,Vic,3352Millbrook,Ballarat,24.6 km,23 mins,25,6,8,5,8,6,9,6,10,149,266
3352,Miners Rest,Vic,3352Miners Rest,Ballarat,24.6 km,23 mins,25,7,9,6,8,7,9,9,9,149,266
3352,Mitchell Park,Vic,3352Mitchell Park,Ballarat,24.6 km,23 mins,25,7,8,4,8,7,9,7,9,149,266
3352,Mollongghip,Vic,3352Mollongghip,Ballarat,24.6 km,23 mins,25,6,8,6,7,6,10,6,10,149,266
3352,Mount Bolton,Vic,3352Mount Bolton,Ballarat,24.6 km,23 mins,25,7,8,6,8,7,9,5,10,149,266
3352,Mount Egerton,Vic,3352Mount Egerton,Ballarat,24.6 km,23 mins,25,7,8,6,8,6,9,8,9,149,266
3352,Mount Mercer,Vic,3352Mount Mercer,Ballarat,24.6 km,23 mins,25,7,8,4,7,6,9,5,10,149,266
3352,Mount Mitchell,Vic,3352Mount Mitchell,Ballarat,24.6 km,23 mins,25,,,,,,,,,149,266
3352,Mount Rowan,Vic,3352Mount Rowan,Ballarat,24.6 km,23 mins,25,7,8,5,8,7,9,7,10,149,266
3352,Napoleons,Vic,3352Napoleons,Ballarat,24.6 km,23 mins,25,7,8,6,8,7,9,5,10,149,266
3352,Navigators,Vic,3352Navigators,Ballarat,24.6 km,23 mins,25,7,8,6,8,6,9,5,10,149,266
3352,Pootilla,Vic,3352Pootilla,Ballarat,24.6 km,23 mins,25,6,8,5,7,6,9,5,10,149,266
3352,Scotchmans Lead,Vic,3352Scotchmans Lead,Ballarat,24.6 km,23 mins,25,,,,,,,,,149,266
3352,Scotsburn,Vic,3352Scotsburn,Ballarat,24.6 km,23 mins,25,7,8,6,8,6,10,5,10,149,266
3352,Springbank,Vic,3352Springbank,Ballarat,24.6 km,23 mins,25,6,8,6,7,6,10,6,10,149,266
3352,Sulky,Vic,3352Sulky,Ballarat,24.6 km,23 mins,25,6,8,6,7,6,9,6,9,149,266
3352,Wallace,Vic,3352Wallace,Ballarat,24.6 km,23 mins,25,6,8,5,8,6,9,6,10,149,266
3352,Warrenheip,Vic,3352Warrenheip,Ballarat,24.6 km,23 mins,25,7,8,5,8,7,9,9,10,149,266
3352,Wattle Flat,Vic,3352Wattle Flat,Ballarat,24.6 km,23 mins,25,7,8,5,8,7,9,7,10,149,266
3352,Waubra,Vic,3352Waubra,Ballarat,24.6 km,23 mins,25,6,7,3,8,6,9,5,10,149,266
3352,Weatherboard,Vic,3352Weatherboard,Ballarat,24.6 km,23 mins,25,6,8,6,7,6,9,5,10,149,266
3352,Werneth,Vic,3352Werneth,Ballarat,24.6 km,23 mins,25,7,,5,8,6,9,5,9,149,266
3352,Windermere,Vic,3352Windermere,Ballarat,24.6 km,23 mins,25,6,8,6,7,6,9,5,10,149,266
3352,Yendon,Vic,3352Yendon,Ballarat,24.6 km,23 mins,25,6,8,5,8,6,9,6,9,149,266
3353,Ballarat,Vic,3353Ballarat,Melbourne,13.1 km,26 mins,13,8,8,5,9,9,9,9,9,0,0
3354,Bakery Hill,Vic,3354Bakery Hill,Ballarat,2.1 km,5 mins,2,8,8,5,9,9,9,9,9,0,0
3354,Ballarat Mc,Vic,3354Ballarat Mc,Ballarat,2.1 km,5 mins,2,,,,,,,,,0,0
3355,Lake Gardens,Vic,3355Lake Gardens,Ballarat,5.9 km,10 mins,6,7,9,9,8,8,9,9,9,67,54
3355,Mitchell Park,Vic,3355Mitchell Park,Ballarat,5.9 km,10 mins,6,7,8,4,8,7,9,7,9,67,54
3355,Wendouree,Vic,3355Wendouree,Ballarat,5.9 km,10 mins,6,7,8,2,8,8,8,9,9,67,54
3355,Wendouree Village,Vic,3355Wendouree Village,Ballarat,5.9 km,10 mins,6,7,8,2,8,8,8,9,9,67,54
3356,Bonshaw,Vic,3356Bonshaw,Ballarat,5.6 km,8 mins,6,7,8,7,8,7,9,9,9,171,105
3356,Delacombe,Vic,3356Delacombe,Ballarat,5.6 km,8 mins,6,7,8,4,8,9,9,9,9,171,105
3356,Sebastopol,Vic,3356Sebastopol,Ballarat,5.6 km,8 mins,6,7,7,2,8,9,8,9,9,171,105
3357,Buninyong,Vic,3357Buninyong,Ballarat,13.5 km,15 mins,14,7,9,8,8,7,10,9,10,19,27
3357,Scotsmans Lead,Vic,3357Scotsmans Lead,Ballarat,13.5 km,15 mins,14,6,9,7,8,6,10,6,10,19,27
3357,Yarrowee,Vic,3357Yarrowee,Ballarat,13.5 km,15 mins,14,,,,,,,,,19,27
3358,Winter Valley,Vic,3358Winter Valley,Ballarat,8.0 km,11 mins,8,,,,,,,,,0,0
3360,Happy Valley,Vic,3360Happy Valley,Ballarat,38.3 km,40 mins,38,6,7,6,8,7,9,5,9,3,6
3360,Linton,Vic,3360Linton,Ballarat,38.3 km,40 mins,38,7,8,3,8,6,9,8,10,3,6
3360,Mannibadar,Vic,3360Mannibadar,Ballarat,38.3 km,40 mins,38,7,,5,8,6,9,5,9,3,6
3360,Pittong,Vic,3360Pittong,Ballarat,38.3 km,40 mins,38,6,8,7,8,6,9,6,9,3,6
3360,Willowvale,Vic,3360Willowvale,Ballarat,38.3 km,40 mins,38,7,,5,8,6,9,5,9,3,6
3361,Bradvale,Vic,3361Bradvale,Ballarat,60.6 km,51 mins,61,6,8,7,8,6,9,6,9,7,8
3361,Carranballac,Vic,3361Carranballac,Ballarat,60.6 km,51 mins,61,6,8,7,8,6,9,6,9,7,8
3361,Skipton,Vic,3361Skipton,Ballarat,60.6 km,51 mins,61,6,8,7,8,6,9,6,9,7,8
3363,Creswick,Vic,3363Creswick,Ballarat,19.4 km,21 mins,19,7,8,4,8,7,9,9,9,22,35
3363,Creswick North,Vic,3363Creswick North,Ballarat,19.4 km,21 mins,19,7,8,5,8,7,10,5,9,22,35
3363,Dean,Vic,3363Dean,Ballarat,19.4 km,21 mins,19,6,7,7,6,6,10,8,10,22,35
3363,Glendaruel,Vic,3363Glendaruel,Ballarat,19.4 km,21 mins,19,7,8,6,8,7,9,5,10,22,35
3363,Langdons Hill,Vic,3363Langdons Hill,Ballarat,19.4 km,21 mins,19,7,8,6,8,6,9,7,10,22,35
3363,Mount Beckworth,Vic,3363Mount Beckworth,Ballarat,19.4 km,21 mins,19,,,,,,,,,22,35
3363,Tourello,Vic,3363Tourello,Ballarat,19.4 km,21 mins,19,7,8,6,8,7,9,5,10,22,35
3364,Allendale,Vic,3364Allendale,Ballarat,30.9 km,30 mins,31,7,8,5,8,7,10,5,9,26,25
3364,Ascot,Vic,3364Ascot,Ballarat,30.9 km,30 mins,31,7,8,6,8,8,9,6,9,26,25
3364,Bald Hills,Vic,3364Bald Hills,Ballarat,30.9 km,30 mins,31,6,8,6,7,6,9,6,9,26,25
3364,Barkstead,Vic,3364Barkstead,Ballarat,30.9 km,30 mins,31,7,9,6,8,6,10,8,10,26,25
3364,Blampied,Vic,3364Blampied,Ballarat,30.9 km,30 mins,31,7,8,6,8,6,9,6,10,26,25
3364,Broomfield,Vic,3364Broomfield,Ballarat,30.9 km,30 mins,31,7,8,5,8,6,9,6,10,26,25
3364,Cabbage Tree,Vic,3364Cabbage Tree,Ballarat,30.9 km,30 mins,31,7,9,7,8,6,9,6,10,26,25
3364,Campbelltown,Vic,3364Campbelltown,Ballarat,30.9 km,30 mins,31,7,8,5,8,6,9,6,10,26,25
3364,Coghills Creek,Vic,3364Coghills Creek,Ballarat,30.9 km,30 mins,31,7,8,6,8,7,9,5,10,26,25
3364,Glendonald,Vic,3364Glendonald,Ballarat,30.9 km,30 mins,31,,,,,,,,,26,25
3364,Glendonnell,Vic,3364Glendonnell,Ballarat,30.9 km,30 mins,31,6,9,7,8,6,10,6,10,26,25
3364,Joyces Creek,Vic,3364Joyces Creek,Bendigo,57.8 km,50 mins,58,7,8,6,8,6,9,9,10,26,25
3364,Kingston,Vic,3364Kingston,Ballarat,30.9 km,30 mins,31,7,8,7,8,6,9,7,10,26,25
3364,Kooroocheang,Vic,3364Kooroocheang,Ballarat,30.9 km,30 mins,31,8,8,7,9,7,9,6,10,26,25
3364,Lawrence,Vic,3364Lawrence,Ballarat,30.9 km,30 mins,31,7,8,5,8,7,10,5,9,26,25
3364,Mount Prospect,Vic,3364Mount Prospect,Ballarat,30.9 km,30 mins,31,7,8,6,8,6,9,7,10,26,25
3364,Newlyn,Vic,3364Newlyn,Ballarat,30.9 km,30 mins,31,7,8,7,8,6,9,7,10,26,25
3364,Newlyn North,Vic,3364Newlyn North,Ballarat,30.9 km,30 mins,31,7,8,6,8,6,9,7,10,26,25
3364,Rocklyn,Vic,3364Rocklyn,Ballarat,30.9 km,30 mins,31,7,8,6,8,6,9,7,10,26,25
3364,Smeaton,Vic,3364Smeaton,Ballarat,30.9 km,30 mins,31,7,8,5,8,6,9,6,10,26,25
3364,Smokey Town,Vic,3364Smokey Town,Ballarat,30.9 km,30 mins,31,,,,,,,,,26,25
3364,Smokeytown,Vic,3364Smokeytown,Ballarat,30.9 km,30 mins,31,7,8,5,8,6,9,6,10,26,25
3364,Springmount,Vic,3364Springmount,Ballarat,30.9 km,30 mins,31,7,8,5,8,6,9,6,10,26,25
3364,Strathlea,Vic,3364Strathlea,Ballarat,30.9 km,30 mins,31,7,8,5,8,6,9,5,9,26,25
3364,Ullina,Vic,3364Ullina,Ballarat,30.9 km,30 mins,31,7,8,5,8,6,9,6,10,26,25
3364,Werona,Vic,3364Werona,Ballarat,30.9 km,30 mins,31,8,8,7,9,7,9,6,10,26,25
3370,Clunes,Vic,3370Clunes,Ballarat,38.2 km,35 mins,38,7,8,4,8,7,9,9,10,17,35
3370,Glengower,Vic,3370Glengower,Ballarat,38.2 km,35 mins,38,7,8,4,8,7,9,9,10,17,35
3370,Mount Cameron,Vic,3370Mount Cameron,Ballarat,38.2 km,35 mins,38,7,7,3,7,6,10,5,10,17,35
3370,Ullina,Vic,3370Ullina,Ballarat,38.2 km,35 mins,38,7,8,5,8,6,9,6,10,17,35
3371,Amherst,Vic,3371Amherst,Ballarat,51.3 km,40 mins,51,7,7,2,8,6,9,8,10,11,10
3371,Burnbank,Vic,3371Burnbank,Ballarat,51.3 km,40 mins,51,,,,,,,,,11,10
3371,Caralulup,Vic,3371Caralulup,Ballarat,51.3 km,40 mins,51,7,7,2,8,6,9,8,10,11,10
3371,Dunach,Vic,3371Dunach,Ballarat,51.3 km,40 mins,51,7,8,4,8,7,9,9,10,11,10
3371,Evansford,Vic,3371Evansford,Ballarat,51.3 km,40 mins,51,6,7,3,8,6,9,5,10,11,10
3371,Lillicur,Vic,3371Lillicur,Ballarat,51.3 km,40 mins,51,7,7,2,8,6,9,8,10,11,10
3371,Mount Glasgow,Vic,3371Mount Glasgow,Ballarat,51.3 km,40 mins,51,7,7,3,7,6,10,5,10,11,10
3371,Red Lion,Vic,3371Red Lion,Ballarat,51.3 km,40 mins,51,7,7,3,7,6,10,5,10,11,10
3371,Stony Creek,Vic,3371Stony Creek,Ballarat,51.3 km,40 mins,51,7,9,6,8,6,10,5,10,11,10
3371,Talbot,Vic,3371Talbot,Ballarat,51.3 km,40 mins,51,7,7,2,8,6,9,8,10,11,10
3373,Beaufort,Vic,3373Beaufort,Ballarat,54.0 km,40 mins,54,7,6,1,8,7,9,9,9,21,24
3373,Chute,Vic,3373Chute,Ballarat,54.0 km,40 mins,54,7,7,4,7,6,9,5,9,21,24
3373,Cross Roads,Vic,3373Cross Roads,Ballarat,54.0 km,40 mins,54,6,8,7,8,6,9,6,9,21,24
3373,Lake Goldsmith,Vic,3373Lake Goldsmith,Ballarat,54.0 km,40 mins,54,6,7,5,7,6,9,5,9,21,24
3373,Lake Wongan,Vic,3373Lake Wongan,Ballarat,54.0 km,40 mins,54,6,8,6,7,6,9,5,9,21,24
3373,Main Lead,Vic,3373Main Lead,Ballarat,54.0 km,40 mins,54,7,7,4,7,6,9,5,9,21,24
3373,Mena Park,Vic,3373Mena Park,Ballarat,54.0 km,40 mins,54,6,7,5,7,6,9,5,9,21,24
3373,Nerring,Vic,3373Nerring,Ballarat,54.0 km,40 mins,54,6,8,5,8,6,9,5,9,21,24
3373,Raglan,Vic,3373Raglan,Ballarat,54.0 km,40 mins,54,7,7,4,7,6,9,5,9,21,24
3373,Shirley,Vic,3373Shirley,Ballarat,54.0 km,40 mins,54,7,10,9,9,9,9,9,10,21,24
3373,Stockyard Hill,Vic,3373Stockyard Hill,Ballarat,54.0 km,40 mins,54,6,8,7,8,6,9,6,9,21,24
3373,Stoneleigh,Vic,3373Stoneleigh,Ballarat,54.0 km,40 mins,54,6,8,7,8,6,9,6,9,21,24
3373,Trawalla,Vic,3373Trawalla,Ballarat,54.0 km,40 mins,54,6,8,5,8,6,9,5,9,21,24
3373,Waterloo,Vic,3373Waterloo,Ballarat,54.0 km,40 mins,54,7,7,4,7,6,9,5,9,21,24
3374,Great Western,Vic,3374Great Western,Ballarat,96.0 km,1 hour 10 mins,96,7,8,6,8,7,9,8,9,0,0
3375,Ballyrogan,Vic,3375Ballyrogan,Ballarat,82.8 km,59 mins,83,7,7,8,7,6,9,5,9,5,2
3375,Bayindeen,Vic,3375Bayindeen,Ballarat,82.8 km,59 mins,83,6,7,5,7,6,9,5,9,5,2
3375,Buangor,Vic,3375Buangor,Ballarat,82.8 km,59 mins,83,6,7,5,7,6,9,5,9,5,2
3375,Middle Creek,Vic,3375Middle Creek,Ballarat,82.8 km,59 mins,83,7,7,4,7,6,9,5,9,5,2
3377,Amphitheatre,Vic,3377Amphitheatre,Ballarat,96.0 km,1 hour 10 mins,96,6,8,2,8,6,9,5,9,92,76
3377,Ararat,Vic,3377Ararat,Ballarat,96.0 km,1 hour 10 mins,96,7,7,3,8,8,9,9,9,92,76
3377,Ararat East,Vic,3377Ararat East,Ballarat,96.0 km,1 hour 10 mins,96,,,,,,,,,92,76
3377,Armstrong,Vic,3377Armstrong,Ballarat,96.0 km,1 hour 10 mins,96,7,8,5,8,6,9,6,10,92,76
3377,Ben Nevis,Vic,3377Ben Nevis,Ballarat,96.0 km,1 hour 10 mins,96,,,,,,,,,92,76
3377,Bulgana,Vic,3377Bulgana,Ballarat,96.0 km,1 hour 10 mins,96,6,8,5,7,6,9,5,10,92,76
3377,Cathcart,Vic,3377Cathcart,Ballarat,96.0 km,1 hour 10 mins,96,7,8,5,8,6,9,6,10,92,76
3377,Crowlands,Vic,3377Crowlands,Ballarat,96.0 km,1 hour 10 mins,96,7,8,4,7,6,9,5,9,92,76
3377,Denicull Creek,Vic,3377Denicull Creek,Ballarat,96.0 km,1 hour 10 mins,96,7,8,5,8,6,9,6,10,92,76
3377,Dobie,Vic,3377Dobie,Ballarat,96.0 km,1 hour 10 mins,96,6,7,5,7,6,9,5,9,92,76
3377,Dunneworthy,Vic,3377Dunneworthy,Ballarat,96.0 km,1 hour 10 mins,96,6,7,5,7,6,9,5,9,92,76
3377,Eversley,Vic,3377Eversley,Ballarat,96.0 km,1 hour 10 mins,96,,,,,,,,,92,76
3377,Great Western,Vic,3377Great Western,Ballarat,96.0 km,1 hour 10 mins,96,7,8,6,8,7,9,8,9,92,76
3377,Jallukur,Vic,3377Jallukur,Ballarat,96.0 km,1 hour 10 mins,96,,,,,,,,,92,76
3377,Langi Logan,Vic,3377Langi Logan,Ballarat,96.0 km,1 hour 10 mins,96,7,7,8,7,6,9,5,9,92,76
3377,Maroona,Vic,3377Maroona,Ballarat,96.0 km,1 hour 10 mins,96,7,7,8,7,6,9,5,9,92,76
3377,Mount Cole,Vic,3377Mount Cole,Ballarat,96.0 km,1 hour 10 mins,96,6,7,5,7,6,9,5,9,92,76
3377,Mount Cole Creek,Vic,3377Mount Cole Creek,Ballarat,96.0 km,1 hour 10 mins,96,,,,,,,,,92,76
3377,Mount Lonarch,Vic,3377Mount Lonarch,Ballarat,96.0 km,1 hour 10 mins,96,7,7,4,7,6,9,5,9,92,76
3377,Moyston,Vic,3377Moyston,Ballarat,96.0 km,1 hour 10 mins,96,7,8,7,7,6,9,5,10,92,76
3377,Norval,Vic,3377Norval,Ballarat,96.0 km,1 hour 10 mins,96,7,8,5,8,6,9,6,10,92,76
3377,Rhymney,Vic,3377Rhymney,Ballarat,96.0 km,1 hour 10 mins,96,,,,,,,,,92,76
3377,Rocky Point,Vic,3377Rocky Point,Ballarat,96.0 km,1 hour 10 mins,96,7,8,5,8,6,9,6,10,92,76
3377,Rossbridge,Vic,3377Rossbridge,Ballarat,96.0 km,1 hour 10 mins,96,7,7,8,7,6,9,5,9,92,76
